,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
1259,Mahtra tn 50,84900,54.0,1993,1,B,2,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1261,Mahtra tn 50,84900,54.0,1993,1,B,3,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1310,Pae 57,57000,32.8,1978,1,B,1,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
1365,Paekaare tn 36,77900,50.0,1978,1,B,2,GloReal KINNISVARA,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
1390,Meeliku 23,158000,79.5,2011,1,A,3,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0
1422,Läänemere tee 22,77000,52.8,1989,1,B,2,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
1434,Kalevipoja 17,98000,82.0,1979,0,B,4,CKE Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0
1443,K. Kärberi tn 47,76900,64.7,1984,1,B,3,Leading Property Solutions OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0
1618,Linnamäe tee 1,87900,64.6,1988,1,B,3,RE/MAX,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1705,Punane tn 31,69400,43.2,1973,1,B,2,Eduard Voronkov,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0
1772,Linnamäe tee 22,54900,32.6,1988,1,B,1,1Partner Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
1810,Virbi tn 7,96000,67.0,1985,1,B,3,Lumina Imobil OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1831,Paasiku 16,56000,32.9,1993,1,B,1,LVM Kinnisvara Tallinn,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
1924,Loitsu tn 4,96900,67.0,1981,1,B,3,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1936,Majaka 13,73000,48.9,1962,0,B,3,Lahe Kinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2059,Pae tn 23,70000,42.8,1970,0,B,2,Falkenberg kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2072,Mahtra tn 25,103500,79.7,1983,1,B,4,Kagor Vara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
2131,Meeliku tn 21,137000,79.7,2019,0,A,3,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2132,Meeliku tn 21,150000,79.4,2019,1,A,3,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
2139,Lasnamäe tn 36,64900,38.9,1993,0,B,2,RE/MAX,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
2162,Lasnamäe 4,320000,89.3,2019,1,A,3,Raid & Ko OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0
2204,Mahtra tn 24,73500,49.4,1982,1,B,2,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0
2241,Anni tn 12,56000,32.0,1993,1,B,1,2Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2326,Mustakivi tee 25,99900,58.6,2018,0,A,3,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0
2336,Liikuri tn 7,129000,66.6,2018,1,A,3,YIT Eesti AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2340,Liikuri tn 7,160000,84.2,2018,1,A,4,YIT Eesti AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2341,Liikuri tn 7,112000,50.6,2018,1,A,2,YIT Eesti AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2346,Liikuri tn 7,100000,46.8,2018,1,A,2,YIT Eesti AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
2373,Katleri tn 9,90000,80.2,1992,1,B,4,ALPHA Kinnisvara OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
2411,Narva mnt 174,103000,51.1,2006,1,B,2,1Partner Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0
2415,Kalevipoja tn 5,27500,23.4,1987,1,B,1,Ruutmeetrid Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
2530,Vikerlase tn 13,59700,32.8,1982,1,B,1,Peep Investeeringud OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
2566,Tondiraba tn 5,63000,32.6,1991,1,B,1,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0
2812,Mäe tn 2,375000,109.3,2017,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0
2978,Vikerlase tn 6,73800,53.0,1980,1,B,2,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0
3046,P. Pinna tn 3,85000,66.7,1980,1,B,3,LVM Kinnisvara Tallinn,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
3098,Liikuri tn 18,92990,42.8,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
3099,Liikuri tn 18,92990,43.0,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0
3100,Liikuri tn 18,89990,39.2,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0
3101,Liikuri tn 18,123990,63.2,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
3102,Liikuri tn 18,91990,41.8,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
3103,Liikuri tn 18,91990,42.2,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0
3106,Liikuri tn 18,93990,46.4,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
3108,Liikuri tn 18,93990,46.9,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
3109,Liikuri tn 18,91990,42.1,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
3110,Liikuri tn 18,111990,54.6,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
3257,Kalevipoja tn 11,127000,65.0,1972,1,B,3,Eduard Voronkov,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0
3641,Meeliku 21,111000,59.9,2019,1,A,2,"RE Kinnisvara AS,RE Kinnisvara AS",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
3661,Mustakivi tee 25,199900,73.3,2018,1,A,4,Endover KVB OÜ,Lasnamäe,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3662,Mustakivi tee 25,119900,63.6,2018,0,A,3,Endover KVB OÜ,Lasnamäe,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3663,Mustakivi tee 25,235900,96.9,2018,1,A,4,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3665,Mustakivi tee 25,108900,56.8,2018,0,A,2,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3666,Mustakivi tee 25,113900,57.8,2018,0,A,2,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3667,Mustakivi tee 25,199900,103.9,2018,0,A,4,"Endover KVB OÜ,Endover KVB OÜ",Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3668,Mustakivi tee 25,119900,56.7,2018,0,A,2,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3669,Mustakivi tee 25,199900,98.4,2018,0,A,4,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3670,Mustakivi tee 25,199900,103.1,2018,0,A,4,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3770,Lasnamäe tn 4,251300,89.2,2018,0,A,4,Rotermann City OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3822,Loitsu tn 4,82500,52.6,1981,1,B,3,Ansvetal OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
3845,Raadiku tn 1,81000,49.3,1983,1,B,2,ARX Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0
3885,Linnamäe tee 49,60000,32.9,1993,1,B,1,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0
4024,Majaka tn 23,32200,31.08,1978,0,B,2,Eraarendus Grupp OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0
4205,Valge tn 18,129000,61.5,2006,1,B,2,LVM Kinnisvara Tallinn,Lasnamäe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
4314,Liikuri tn 18,77990,31.6,2019,1,A,1,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0
4319,Liikuri tn 18,95990,46.8,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
4320,Liikuri tn 18,119990,62.8,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
4321,Liikuri tn 18,119990,61.7,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0
4322,Liikuri tn 18,112490,53.4,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
4323,Liikuri tn 18,118990,65.3,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4325,Liikuri tn 18,108490,54.0,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4326,Liikuri tn 18,85990,39.1,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4327,Liikuri tn 18,89990,39.1,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
4328,Liikuri tn 18,87990,41.5,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4349,Liikuri tn 18,93990,42.7,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0
4809,Mustakivi tee 25,190500,85.1,2018,0,A,4,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4863,Mäe tn 2,179900,76.4,2017,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4864,Mäe tn 2,189900,77.4,2017,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4865,Mäe tn 2,164900,75.3,2017,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4866,Mäe tn 2,350000,116.2,2017,0,A,5,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0
4955,Mäe tn 2,300000,100.8,2018,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
4957,Mäe tn 2,209900,77.4,2018,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
4961,Mäe tn 2,159900,57.3,2018,0,A,3,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4962,Mäe tn 2,169900,77.4,2018,0,A,4,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
4963,Mäe tn 2,199900,76.6,2018,0,A,3,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
5128,Pallasti tn 33,28500,16.0,1993,0,B,1,Eduard Voronkov,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
5956,Vilisuu tn 13,68300,64.4,1982,1,C,3,Gersedes OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6178,Tondiraba tn 5,61900,33.0,1991,1,B,1,Eduard Voronkov,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0
6207,Meeliku tn 21,136000,79.7,2019,1,A,3,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6210,Meeliku tn 21,113000,59.9,2019,1,A,2,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
6515,Ümera tn 11,108000,75.4,1986,1,B,4,GloReal KINNISVARA,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
6717,Anni tn 8,77500,64.9,1982,1,B,3,Ruutmeetrid Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
6789,Liikuri tn 18,92990,42.2,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0
6792,Liikuri tn 18,112990,64.6,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
6794,Liikuri tn 18,124990,62.7,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
6795,Liikuri tn 18,93990,46.4,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
6796,Liikuri tn 18,75990,32.1,2019,1,A,1,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
6797,Liikuri tn 18,91990,43.0,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
6798,Liikuri tn 18,119990,64.1,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
6799,Liikuri tn 18,91990,42.5,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
6800,Liikuri tn 18,92990,42.3,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
6801,Liikuri tn 18,121990,63.5,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
6887,Ümera 25,81500,49.6,1986,0,B,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
6943,Raadiku tn 19,79900,65.1,1985,1,B,3,Landlord KVB OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6996,Raadiku tn 13,69000,47.0,1993,1,B,2,Okman OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
7147,Ümera 32,69500,47.0,1986,1,B,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7377,Mustakivi tee 25,115900,57.4,2018,0,A,3,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7382,Mustakivi tee 25,105900,53.4,2018,0,A,2,"Endover KVB OÜ,Endover KVB OÜ",Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7383,Mustakivi tee 25,116900,60.9,2018,0,A,2,"Endover KVB OÜ,Endover KVB OÜ",Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7408,Punane 11,73000,60.9,1985,1,B,3,CKE Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
7573,Võru tn 8,94000,83.1,1981,0,B,4,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7677,Mahtra 50,69800,52.8,1983,1,B,2,"Kinnisvaraekspert OÜ,Kinnisvaraekspert OÜ",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
7698,Meeliku 21,120000,58.7,2019,1,A,2,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7770,Võru tn 9,57500,32.7,1980,1,B,2,Maximum KV Group OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
7776,Liikuri tn 18,92990,41.8,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
7783,Meeliku 21,137000,79.7,2019,1,A,3,"RE Kinnisvara AS,RE Kinnisvara AS",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7806,Liikuri tn 18,112490,52.6,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0
7807,Liikuri tn 18,91990,42.3,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
7810,Liikuri tn 18,121990,62.3,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
7812,Liikuri tn 18,92990,42.4,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0
7815,Liikuri tn 18,93990,41.8,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0
7816,Liikuri tn 18,113490,52.6,2019,1,A,3,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
7817,Liikuri tn 18,93990,41.5,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0
7818,Liikuri tn 18,92990,42.2,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
7819,Liikuri tn 18,94990,47.1,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
7821,Liikuri tn 18,91990,43.0,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
7825,Liikuri tn 18,91990,42.5,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0
7826,Liikuri tn 18,95990,46.9,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0
7827,Liikuri tn 18,94990,46.5,2019,1,A,2,Bonava Eesti OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0
7994,UUS HIND - Narva mnt 128,117000,53.0,2004,1,B,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
8039,Paasiku tn 14,92500,65.0,1993,1,B,3,GloReal KINNISVARA,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
8086,Mustakivi tee 25,215900,97.3,2018,1,A,4,Endover KVB OÜ,Lasnamäe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8092,Kivila tn 11,90000,75.0,1983,1,B,4,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
8148,Pikri tn 5,103900,75.8,1982,1,B,4,KM Kodu Kinnivara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8158,Kalevipoja põik 1,56999,33.3,1979,1,B,1,RE/MAX,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0
8226,Pallasti tn 16,120000,58.4,1993,1,A,2,City Property OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0
8247,Vana-Kuuli tn 1,149000,77.2,2011,1,A,3,GloReal KINNISVARA,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
8277,Ümera 28,65000,34.3,2018,1,A,1,Domus Kinnisvara Vahendus OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0
8290,Ümera 28,98000,59.7,2018,1,A,3,Domus Kinnisvara Vahendus OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
8291,Ümera 28,83500,47.2,2018,1,A,2,Domus Kinnisvara Vahendus OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0
8346,K. Kärberi tn 48,98000,65.0,1993,1,B,3,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0
8349,K. Kärberi tn 48,98000,65.0,1993,1,B,4,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0
8358,Kivila tn 38,98000,65.0,1993,1,B,3,Diavona OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0
8491,Läänemere tee 34,67900,32.7,1988,1,B,2,Ruutmeetrid Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0
8641,P. Pinna tn 19,87000,65.8,1992,1,B,3,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8752,Pae tn 44,63000,38.0,1968,0,B,2,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8787,Ümera 28,84000,48.0,2018,1,A,2,Domus Kinnisvara Vahendus OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
